День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Пол,Возраст,№ Объявления,Заголовок,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,фасадные панели с утеплением,-,0,-,0,термопанели фасадные бакс,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,Женский,Старше 55,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.64,0.00,63.67,2.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,Старше 55,1915802398259215246,Гарантия до 5 лет на термопанели,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,Старше 55,1915802398259215246,"Термопанели в Выборге - завод на Ленина, 11",0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,балконы утепление выборг,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,25-34 года,1915802398259215246,"Термопанели в Выборге - завод на Ленина, 11",0.00,2,0,0,-,-,0.00,-,1.96,0.00,97.94,1.50,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,билтермо,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915802398259215246,Термопанели с клинкером - собственный завод в Выборге,0.00,1,0,0,-,-,0.00,-,0.41,0.00,40.97,3.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,варианты красивых фасадов из чего можно сделать,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,25-34 года,1915802398259215246,Гарантия до 5 лет на термопанели,0.00,2,0,0,-,-,0.00,-,1.18,0.00,59.21,5.50,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,декоративный песчаник фасадные панели,Узкие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915802398259215246,Производитель термопанелей в Ленобласти,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,завод кровельных и фасадных систем в луге,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915802398259215246,"Термопанели в Выборге - завод на Ленина, 11",0.00,1,0,0,-,-,0.00,-,0.71,0.00,71.20,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,имитация кирпича,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,Старше 55,1915802398259215246,"Термопанели в Выборге - завод на Ленина, 11",0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,имос досево,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Женский,35-44 года,1915802398259215246,Бесплатная доставка по Выборгскому району,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,каким материалом обшить стены и потолок второго этажа в деревянном доме,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915802398259215246,Гарантия до 5 лет на термопанели,0.00,1,0,0,-,-,0.00,-,1.21,0.00,120.81,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,керамогранит для внутренней и наружный петрович,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915802398259215246,Бесплатная доставка по Выборгскому району,0.00,1,0,0,-,-,0.00,-,0.96,0.00,95.99,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,кирпич белого цвета,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,25-34 года,1915802398259215246,Термопанели с клинкером - собственный завод в Выборге,0.00,1,0,0,-,-,0.00,-,0.48,0.00,47.84,3.00,-
