День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Пол,Возраст,№ Объявления,Заголовок,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
03.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель 100 мм,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915608023072927866,Термопанели с клинкером. Свое производство в Выборге,9.04,1,1,0,0.00,-,100.00,9.04,0.58,171.18,58.42,4.00,4.00
03.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель ппс с клинкерной плиткой толщиной 8 5 мм bestpoint classic graphite 1145 470 50 мм,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.59,0.00,58.89,4.00,-
03.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,укладка утеплителя на стены,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.80,0.00,79.52,4.00,-
03.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасад из слэбов,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,35-44 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.98,0.00,97.75,3.00,-
03.08.2026,Термопанели (транз),5772834263,Фраза,купить термопанель под кирпич -наружный -фасадный -цена,-,0,-,0,,Не определено,-,Пословное,,Сети,Прочее,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Фраза,термопанели с клинкерной плиткой для фасада купить,-,0,-,0,термопанели с клинкерной плиткой для фасада купить,Целевые запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Собственное производство термопанелей-клинкер-плитка,0.00,1,0,0,-,-,0.00,-,0.80,0.00,80.24,6.00,-
03.08.2026,Термопанели (транз),5772834263,Фраза,термопанели с клинкерной плиткой для фасада купить,-,0,-,0,термопанели с клинкерной плиткой для фасада купить,Целевые запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,1.08,0.00,108.06,5.00,-
03.08.2026,Термопанели (транз),5772834263,Фраза,термопанели фасадные клинкер,-,0,-,0,клинкерные термопанели описание что это,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,Не определен,Не определен,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.07,0.00,7.31,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Мужской,18-24 года,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Мужской,45-54 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Мужской,45-54 года,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Мужской,Старше 55,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,25-34 года,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,35-44 года,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,Старше 55,1915593209731060056,Собственное производство термопанелей-клинкер-плитка,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,Старше 55,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,Старше 55,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,18-24 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,best point термопанели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.52,0.00,52.37,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,башфасад куплю в санкт петербурге,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,3.28,1,1,0,0.00,-,100.00,3.28,0.98,101.52,98.50,1.00,1.00
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,варианты обшивки уличной двери снаружи в частном доме,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Не определен,Не определен,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,варианты отделки цоколя частного дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,выбор csp панелей,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,выбор csp панелей,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.99,0.00,98.59,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,где купить термопанели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,где купить термопанели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.97,0.00,98.59,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,герметизация внешних швов в панельном доме технология,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.42,0.00,41.63,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,гибкая керамика,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Собственное производство термопанелей-клинкер-плитка,9.45,1,1,0,0.00,-,100.00,9.45,0.68,146.52,68.25,2.00,2.00
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,декоративные панели для фасада дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.13,0.00,13.42,16.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,декоративные панели искусственный камень для отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,декоративные панели искусственный камень для отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.17,0.00,16.68,10.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,декоративный камень для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.70,0.00,84.88,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,декоративный камень для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,дом из арболита отделка чем можно,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.23,0.00,122.67,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,имитация кирпича,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Фасадные термопанели под кирпич для наружной отделки.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,искусственный камень для отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,искусственный камень для отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.17,0.00,16.68,10.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,искусственный камень для цоколя дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,искусственный камень для цоколя дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,0.64,0.00,32.02,5.50,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как бюджетно утеплить деревянный дом снаружи,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.32,0.00,132.37,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как обшить старый деревянный дом,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как пер клети клинкер кирпич сеп,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,"Клинкерные термопанели. Собственное производство, цена",0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как правильно подобрать фасад верх и низ,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как утеплить дом из бруса снаружи правильно,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как утеплить и закрыть свайный фундамент,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.13,0.00,113.04,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,какой зазор должен быть между землей и цокольной панелью,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,камень искусственный для цоколя,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.13,0.00,13.34,18.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.28,0.00,28.21,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.13,0.00,13.46,15.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,0.71,0.00,35.48,4.50,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка без утепления,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка без утепления,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.99,0.00,98.59,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка для фасада,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка для фасада,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.32,0.00,32.27,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка для фасада,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка как выглядит,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка термопанели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка термопанели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,2,0,0,-,-,0.00,-,1.05,0.00,52.59,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка цена за м2,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,2,0,0,-,-,0.00,-,1.09,0.00,54.58,7.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка цена за м2,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,45-54 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.39,0.00,38.70,4.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные панели для фасада с утеплителем,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные панели для фасада с утеплителем,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,13.21,2,1,0,0.00,-,50.00,13.21,3.82,26.21,190.80,1.00,1.00
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерный кирпич купить,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,Термопанели с клинкером. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.92,0.00,91.90,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,композитная панель фасадная,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.69,0.00,69.20,4.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,купить стеновые панели невский клинкер,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.62,0.00,61.89,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,купить термопанели для фасада в спб,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.80,0.00,80.04,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,купить фасадные панели в петровиче кингисепп,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,материал для отделки фасада частного дома,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,материал для оформления цоколя дачного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.13,0.00,13.34,18.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,материалы для обшивки дачного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,материалы для обшивки дачного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.13,0.00,13.46,15.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,металлосайдинг для наружной отделки,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,можно ли клеить на фасад из газобетона клинкерную плитку на клей,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.42,0.00,41.63,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,монтаж фасадных систем,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,обделывают ли дома стекловатой,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,18-24 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,облицовка окон снаружи клинкерной плиткой,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.28,0.00,128.10,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,облицовочный камень купить,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,облицовочный кирпич и плитка в невском районе,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,обшивка дома фиброцементными панелями в спб и ло,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.73,0.00,73.39,3.00,-
