Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для цоколя дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,0.42,0.00,20.86,10.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель с клинкерной плиткой колорадо 4 40 мм,Альтернативные запросы,Запросы без упоминания брендов,-,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1918167638897563177,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_content=catalog&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.73,0.00,73.45,4.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель фасадная,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель фасадная,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.14,0.00,13.50,14.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель фасадная,Целевые запросы,Запросы без упоминания брендов,-,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1918167638897563177,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_content=catalog&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.88,0.00,88.34,2.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,утеплитель для стен снаружи фасада деревянного дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фабрика термопанелей,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фабрика термопанелей,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.25,0.00,25.29,9.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасад для деревянного дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасад кровля полоцк,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,2,-,0.00,1.19,0.00,59.58,6.50,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадная термопанель vsb 01,Альтернативные запросы,Запросы без упоминания брендов,-,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,1918167638897563177,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_content=catalog&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,1,0,0.00,-,1,0.00,100.00,0.74,135.02,74.06,2.00,2.00,100.00,1.00
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадная термопанель не под кирпич,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные панели,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,2–5%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.13,0.00,13.46,15.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома размер и цена,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные покрытия,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные покрытия,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,0.27,0.00,13.51,13.50,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадный клинкер,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,1.09,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,23.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фиброцементные плиты 400 × 3000,Альтернативные запросы,Запросы без упоминания брендов,-,,Термопанель Колорадо 4 (32 шт),,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Топ 1%,Не определено,1918167638897563177,Активные,Страницы каталога,Термопанель Колорадо 4 (32 шт),"Фасадная термопанель на основе пенополистирола плотностью 25 кг/м3, с клинкерной...",https://marmara-pro.ru/termo/tproduct/2229245581-395566131472-termopanel-kolorado-4-32-sht?utm_content=catalog&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Фраза,термопанели с клинкерной плиткой,-,0,-,0,купить фасадные термопанели с клинкерной плиткой для наружной отделки каркасного дома,Целевые запросы,Запросы без упоминания брендов,Пословное,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4955389/bxCjnnfaKgdnJZC2lNRrjQ,карусель 4-3_07.png,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.99,0.00,98.59,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,варианты окраски стен загородного дома брус,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,"Клинкерные термопанели, Приозерский р-н","Утепление и фасад. Завод в Выборге. Доставка в Приозерск, Сосново, Лосево. От 1 550 ₽",https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,гибкий ригельный кирпич,Альтернативные запросы,Запросы без упоминания брендов,-,,Клинкерная плитка фасадная STONE (графитовый),,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,1918168175770350076,Активные,Страницы каталога,Клинкерная плитка фасадная STONE (графитовый),Размер: 245×65 мм Толщина: 7 мм Cтоимость 1 м2 - 1300 ₽,https://marmara-pro.ru/termo/tproduct/2229245581-730709481672-klinkernaya-plitka-fasadnaya-stone-grafi?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.57,0.00,57.08,3.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,гидроизоляционные панели для дома,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,2–5%,Не определено,1916597733861553174,Архивные,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,Утепление и фасад за один этап. Производство в Выборге. Доставка по Ленобласти.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.69,0.00,69.09,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,имитация карельский профиль,Альтернативные запросы,Запросы без упоминания брендов,-,,Термопанель Колорадо 2 (32 шт),,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,1918168175770350076,Активные,Страницы каталога,Термопанель Колорадо 2 (32 шт),Термопанели с клинкерной плиткой. Производство в Выборге. Доставка.,https://marmara-pro.ru/termo/tproduct/2229245581-979993457482-termopanel-kolorado-2-32-sht?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.35,0.00,34.65,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,как построить большой дом 1000 кв м экономно,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Планшеты,Android,Мобильная связь,Мужской,25-34 года,6–10%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.15,0.00,14.73,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,клеющаяся пленка под кирпич,Альтернативные запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1916597733861553174,Архивные,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,Срок службы 25–50 лет. Не требуют покраски. Подберём толщину под ваш дом.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.88,0.00,88.05,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка стен,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1916597733861553174,Архивные,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,Срок службы 25–50 лет. Не требуют покраски. Подберём толщину под ваш дом.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.90,0.00,90.02,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,отделка стен чем,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1916597733861553174,Архивные,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,Срок службы 25–50 лет. Не требуют покраски. Подберём толщину под ваш дом.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.91,0.00,91.00,3.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,полинор напыляемый утеплитель,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с утеплителем от 1 550 ₽/панель,Клинкерный фасад без мокрых работ. Монтаж зимой до −15 °C. ППС и ППУ. Звоните!,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.83,0.00,82.79,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,приозерский район поселок ромашки строительный магазин,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1916597733861553174,Архивные,Комбинаторное,Производство в Выборге — доставка в район,Срок службы 25–50 лет. Не требуют покраски. Подберём толщину под ваш дом.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,ркс фасадные панели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Топ 1%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,"Утепление и фасад. Завод в Выборге. Доставка в Приозерск, Сосново, Лосево. От 1 550 ₽",https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.29,0.00,29.26,3.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,стоимость обшивки имитацией бруса,Альтернативные запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Планшеты,Android,Мобильная связь,Мужской,35-44 года,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,строительный магазин громово,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,1916597733861553174,Архивные,Комбинаторное,Производство в Выборге — доставка в район,Срок службы 25–50 лет. Не требуют покраски. Подберём толщину под ваш дом.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.21,0.00,120.95,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,24.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,строительный магазин громово,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,1916597733861553174,Архивные,Комбинаторное,Производство в Выборге — доставка в район,Срок службы 25–50 лет. Не требуют покраски. Подберём толщину под ваш дом.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
