Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Тип объявления,Заголовок,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915593209731060056,Комбинаторное,Термопанели с клинкером. Производство в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,klinkerflex,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,1915593209731060056,Комбинаторное,Собственное производство термопанелей-клинкер-плитка,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,0.00,0,0,-,-,3,-,0.00,0.26,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,виды фасадных материалов для наружной отделки с минплитой,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.39,0.00,39.22,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,виды фасадных материалов для наружной отделки с минплитой,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Фасадные термопанели под кирпич для наружной отделки.,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,декоративные панели для фасада на цоколь,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.03,0.00,3.47,33.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,какие виды клинкерной плитки бывают,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Мобильная связь,Мужской,25-34 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.13,0.00,13.38,17.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка под кирпич,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,купить стеновые панели в выборге,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели для стен для наружной отделки под кирпич,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.39,0.00,38.70,4.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели для фасада ппу,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
