Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Тип объявления,Заголовок,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,13.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,как утеплить проем в стене,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Гарантия до 5 лет на термопанели,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.77,0.00,76.79,5.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,купить утеплитель в петровиче в выборге,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,1915800871397818629,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Мобильная связь,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.59,0.00,59.16,2.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,магнетика термопанели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.37,0.00,36.86,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,магнетика термопанели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Десктопы,iOS,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0.00,-,0,0.00,-,0.00,-,-,-,-,100.00,1.00
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Бесплатная доставка по Выборгскому району,,,,Сети,Прочее,Не определено,Connected TV,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Купить термопанели в Выборге напрямую,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,2.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,2.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,2.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0.00,-,5,0.00,20.00,5.00,20.00,100.00,-,-,100.00,1.00
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,4,-,0.00,4.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Сети,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,4,-,0.00,4.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,4,-,0.00,4.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,2.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915802914729060647,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,,,,Сети,Прочее,Не определено,Планшеты,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,купить стеновые панели в выборге,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,купить термопанели в коммунаре,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Мобильная связь,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,термокороб для утепления фасада купить,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,термокороб для утепления фасада купить,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.31,0.00,31.20,2.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.14,0.00,13.50,14.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,термопанели 30мм,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,термопанели для стен для печи купить в тихвине цена,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,термопанель,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,фасадные панели размеры,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,цокольные термопанели обзор 2026,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,цокольные термопанели обзор 2026,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Товарная галерея,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.40,0.00,39.81,5.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,цокольные термопанели список и обзо производителей в россии в 2026,Целевые запросы,Запросы без упоминания брендов,-,,1915802914729060647,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",,,,Поиск,Товарная галерея,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.58,2.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915608023072927866,Комбинаторное,Термопанели с клинкером. Свое производство в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,влагостойкая термопанель,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.14,0.00,13.50,14.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,имитация камня для наружной отделки цоколя,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.29,0.00,64.55,3.50,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка вокруг дома,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,можно ли использовать клинкерную плитку для облицовки отопительной печи,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.06,0.00,105.89,2.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,наружная облицовка,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,наружная облицовка,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,0.78,0.00,38.97,5.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,панели для стен для наружной отделки под кирпич,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,роквул выборг,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели 30мм,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели 30мм,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.68,0.00,67.76,3.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,0,0,-,-,2,-,0.00,0.61,0.00,30.74,6.50,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома цена,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели однотонные,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели ропшинское шоссе,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Не определен,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели ропшинское шоссе,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Не определен,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.28,0.00,28.21,6.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.25,0.00,25.29,9.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,цокольные термопанели обзор 2026,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.68,0.00,67.76,3.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,цокольные термопанели список и обзо производителей в россии в 2026,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,цокольные термопанели список и обзо производителей в россии в 2026,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,2–5%,Не определено,0.00,0,0,-,-,2,-,0.00,1.36,0.00,67.76,3.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Фраза,термопанели с клинкерной плиткой купить в спб,-,0,-,0,термопанели с клинкерной плиткой купить в спб,Целевые запросы,Запросы без упоминания брендов,Пословное,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.28,0.00,27.54,11.00,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,13.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915593209731060056,Комбинаторное,Термопанели с клинкером. Производство в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
